,index,Date,Time,Location,Operator,Route,Flight#,Type,Registration,Serial#,Aboard,Fatalities,Ground,Summary
3295,3295,1981/07/20,0,"Mogadishu, Somalia",Somali Airlines,Mogadishu- Hargeisa,7632,Fokker F-27 Friendship 600RF,IF-XIK,10557,50.0,50.0,0.0,Part of the right wing separated from the plane after the aircraft entered an area of heavy rain and severe turbulence and went into a spiral dive 8 minutes after takeoff.
3296,3296,1981/07/23,12:24:00,"Kansas City, Kansas",Air Taxi,"Kansas City, MO - York, NE",3033,Beechcraft 58TC,XU-FIR,665,4.0,4.0,0.0,The aircraft experienced an uncontrolled descent shortly after taking off. Left and right elevator trim actuators reversed during installation. Elevator trim arms extended 23 degrees nose down.
3297,3297,1981/07/24,0,Madagascar,Air Madagascar,/,4857,de Havilland Canada DHC-6 Twin Otter 300,MQ-NDL,327,19.0,19.0,0.0,Flew into a mountain.
3298,3298,1981/07/25,0,"Caruru, Colombia",Transamazonica,/,2323,Douglas C-53D-DO,KW-AMK,11743,9.0,4.0,0.0,The aircraft crashed short of the runway while attempting to land after a severe vibration required the crew to shut down the engine and feather the propeller.
3299,3299,1981/07/27,0,"Chihuahua, Mexico",Aeromexico,Monterey - Chihuahua,9094,McDonnell Douglas DC-9-32,RH-KHY,47621/729,66.0,30.0,0.0,"While landing in adverse weather conditions, the aircraft landed right of the runway, bounced and struck the ground. The fuselage broke in two and caught fire. Thunderstorms and strong turbulence in the area associated with a tropical air mass."
3300,3300,1981/08/11,19:15:00,"Skagway, Alaska",Skagway Air Service - Air Taxi,"Skagway, AK - Local",6714,Piper PA-32,JL-FAE,5913,6.0,6.0,0.0,"The aircraft's right wing impacted a boulder while exiting the mouth of a 3,000 ft. canyon while in a 45 degree bank. Pilot misjudged altitude and clearance."
3301,3301,1981/08/22,10:00:00,"Near Sanyi, Miao-li, Taiwan",Far Eastern Air Transport,Taipei - Kaohsiung,7608,Boeing B-737-222,AD-LCS,19939/151,110.0,110.0,0.0,The aircraft experienced in-flight structural failure. Severe corrosion in belly of plane led to a pressure hull rupture and disintegration of the plane.
3302,3302,1981/08/24,0,"Near Zavitinsk, Russia",Aeroflot / Military - Russian Air Force,Komsomol'sk-na-Amure - Blagoveshchensk,2483,Antonov AN-24RV / Soviet Air Force TU-16,GH-FFB,47309204,32.0,31.0,0.0,"Midair collision with a Soviet Air Force TU-16. The only surviving passenger, a 20 year old woman was found in a forest 3 days later. Poor communication between civilian and military ATCs."
3303,3303,1981/08/29,20:30:00,"Zeya, Russia",Aeroflot,Chita - Zeya,3542,Yakovlev YAK-40,DY-FAQ,9511539,34.0,3.0,0.0,"Flew into trees short and to the right of the runway, crashed and caught fire. Crew descended below minimums without visual contact with the ground."
3304,3304,1981/09/02,0,"Paipa, Colombia",Taxi Aereo el Venado,/,4771,Embraer 110P1 Bandeirante,VX-UUX,110206,22.0,21.0,0.0,The aircraft was unable to gain altitude upon taking off. After turning left the plane struck a hill. Overloaded.
3305,3305,1981/09/18,0,"Zeleznogorsk, Russian",Aeroflot /Military - Russian,/,1186,Yakovlev YAK-40 / Mil Mi-8,EE-RDK,9431236,33.0,33.0,0.0,Midair collision with a military Mi-8 helicopter.
3306,3306,1981/09/21,0,"Nellis AFB, Nevada",Military - U.S. Air Force,"Fort Lewis, WA - Indian springs, NV",5354,Lockheed C-130H Hercules,BW-ETS,4623,68.0,7.0,0.0,Crashed short of the runway. The plane was carrying infantry troops.
3307,3307,1981/09/22,12:00:00,"Near Babaeski, Turkey",Military - Turkish Air Force,/,8371,Northrop F-5A,DP-NXX,1891,0.0,0.0,40.0,The fighter crashed into a village after the pilot ejected from the plane.
3308,3308,1981/09/29,19:00:00,"Tehran, Iran",Military - Iranian Air Force,Ahwaz - Tehran,6968,Lockheed C-130H,PF-GOO,4594,60.0,60.0,20.0,Crashed into Tir Square while on approach to land. Killed were Iran's Defense Minister and other military officals.
3309,3309,1981/10/01,15:00:00,"Casper, Wyoming",Sky Train Air,"Casper, WY - McAllen, TX",1008,Learjet 24,XF-SHP,24-146,3.0,3.0,0.0,"A loss of control, possibly initiated by an unexpected encounter with moderate to severe clear air turbulence, which caused the aircraft to depart the narrow flight envelope boundaries in which it was operating and from which recovery was not effected."
3310,3310,1981/10/06,17:12:00,"Moerdijk, Netherlands",NLM (Nederlandse Luchtvaart Maatschappij),Rotterdam - Eindhoven - Hamburgh,9859,Fokker F-28 Fellowship 4000,MS-LJP,11141,17.0,17.0,0.0,The aircraft entered an area of severe turbulence and a tornado which resulted in the separation of the right wing and in-flight break up.
3311,3311,1981/10/15,0,"Kufstein, Austria",Oefag Flugdienst,/,1433,Cessna 404 Titan,AT-MWU,404-0680,9.0,9.0,0.0,Crashed into a mountain.
3312,3312,1981/10/26,18:24:00,"St. Thomas, U.S. Virgin Islands",Aerolineas Argo,Saint Croix - Saint Thomas,7294,Lockheed L-749A Constellation,FV-WUF,2607,5.0,5.0,0.0,After executing a turn to avoid traffithe cargo plane struck the ocean. Pilot misjudged the altitude and clearance.
3313,3313,1981/10/31,0,"Bafoussam, Cameroon",Cameroon Airlines,/,9303,de Havilland Canada DHC-6 Twin Otter 300,CU-QJN,416,24.0,1.0,0.0,"The aircraft took off, lost altitude, settled back on the runway and overshot the runway. The aircraft was overloaded. Other factors were the pilot misjudged the distance and speed during the takeoff and lack of proper pre-flight planning."
3314,3314,1981/11/08,0,"Sierra de Guerro, Mexico",Aeromexico,Acapulco - Guadalajara,6283,McDonnell Douglas DC-9-32,JQ-JJO,47622/753,18.0,18.0,0.0,The flight struck a mountain during an emergency descent due to explosive decompression. Crew's failure to follow approved emergency procedures.
3315,3315,1981/11/15,21:12:00,"Mount Pocono, Pennsylvania",Moyer Aviation - Air Taxi,"Millinocket, ME - Mount Pocono, PA",3412,Piper PA-32,YU-GOB,1773,4.0,4.0,0.0,Collided with trees on final approach. Improper IFR operation. Failed to follow approved procedures.
3316,3316,1981/11/16,19:30:00,"Norilsk, Russia",Aeroflot,Krasnoyarsk - Norilsk,9165,Tupolev TU-154B-2,IM-PRC,81A-480,167.0,99.0,0.0,The plane acquired excessive vertical speed and descended below the glideslope while attempting to land. The aircraft impacted terrain in an open field and slid across frozen ground for about 300 m. The high descent rate could not be countered by applying maximum elevator trim. Malfunctioning elevator.
3317,3317,1981/11/19,0,"Biratnagar, Nepal",Royal Nepal Airlines,/,5916,Pilatus PC-6/B2-H2 Turbo-Porter,UG-PTI,746,10.0,10.0,0.0,Crashed after takeoff.
3318,3318,1981/11/30,0,"Castries, Saint Lucia Island",Guyana Airways,/,9051,Douglas DC-6A,XA-DSG,43683/305,3.0,3.0,0.0,Engine failed during takeoff. The cargo plane crashed while returning to the field.
3319,3319,1981/12/01,08:53:00,"Mt. San Pietro, near Ajaccio, Corsica, France",Inex Adria Aviopromet (Yugoslavia),Ljubljana - Ajaccio,5111,McDonnell Douglas MD-81,HF-YCU,48047/998,180.0,180.0,0.0,The aircraft crashed into a mountain during an approach to Camp dell Oro Airport in heavy fog. The crew was not properly prepared for the approach. The minimum altitude and maximum speed limits of the holding pattern were probably not retained. Imprecise language used by the crew and air trafficontroller.
3320,3320,1981/12/05,19:08:00,"Honolulu, Hawaii",Private - Parajump air show,"Haliive, HI  - Honolulu, HI",5495,Beech C-45H,ZY-CDA,AF-381,12.0,11.0,0.0,"Crashed into the water. Improperly loaded aircraft, weight and center of gravity."
3321,3321,1981/12/10,16:40:00,"Tyonek, Alaska",Spernak Airways - Air Taxi,"Tyonek, AK - Anchorage, AK",6166,Cessna 207A,XK-PDP,6224,4.0,4.0,0.0,Crashed into water during initial climb. Probable cause unknown.
3322,3322,1981/12/15,13:30:00,"Mt. McKinley, AK",Hudson Air Service - Air Taxi,"Talkeetna, AK - Return",7318,Cessna 185,KD-CIP,2290,4.0,2.0,0.0,The aircraft encountered downdrafts while approaching mountain pass and crashed.
3323,3323,1981/12/16,0,"Kuala Belait, Brunei",Bristow Helicopters,/,9904,Aerospatiale Puma,CO-JBS,1481,0.0,12.0,0.0,/
3324,3324,1981/12/18,13:06:00,"Near Covenas, Colombia",ACES Colombia,/,6217,de Havilland Canada DHC-6 Twin Otter 300,DR-PXM,609,13.0,13.0,0.0,Struck high ground.
3325,3325,1983/06/05,13:23:00,"Cape Town, South Africa",Linair Express,Cape Town - Johannesburg,7863,Cessna 402B,DI-TRE,3007,9.0,7.0,0.0,Crashed onto a road after taking off.
3326,3326,1981/12/31,20:00:00,"Durango, Colorado",Sun West Airline - Air Taxi,"Albuquerque, NM - Durango, CO",2901,Piper PA-31,EK-NHH,5435,6.0,4.0,0.0,The pilot failed to execute a successful missed approach for unknown reasons and crashed.
3327,3327,1982/01/07,0,"Near Gelendzhik, USSR",Aeroflot,/,9782,LET  410M Turbojet,ND-RQF,781101,18.0,18.0,0.0,The aircraft crashed into high ground.
3328,3328,1982/01/07,0,"Helena, Montana",Air Taxi,/,4800,Cessna 210,HD-XAF,6192,2.0,2.0,0.0,"The aircraft crashed into a mountain at the 9,300 foot level. The pilot was on course for his destination. The minimum obstacle clearance altitude for his location was 10,800 feet. Weather was not a problem but the accident did occur during hours of darkness. The aircraft was in level cruise when the accident happened. Proper altitude not maintained by pilot in command."
3329,3329,1982/01/13,16:01:00,"Washington, D.C.",Air Florida,"Washington D.C. - Fort Lauderdale, FL",3994,Boeing B-737-222,SX-EFJ,19556/130,79.0,74.0,4.0,"The aircraft crashed into the 14th St. bridge and the PotomaRiver and sank shortly after taking off from Washington National Airport. The aircraft reached a peak altitude of 300 ft. The flight crew's failure to use the engine anti-icing system during takeoff. Failure to de-ice the plane a second time before takeoff and taking off with snow/ice on the airfoil surfaces of the aircraft. Ice which accumulated on the engine pressure probes resulted in erroneously high Engine Pressure Ratio (EPR) readings. When the throttles were set to takeoff EPR, the engines were actually developing significantly less than takeoff thrust. The crew's inexperience in icing condtions was a contributing factor."
3330,3330,1982/01/14,0,"Near Addis Ababa, Ethiopia",Military - Ethiopian Air Force,/,6701,Antonov AN-26,LS-RNF,6598,73.0,73.0,0.0,Shot down by rebel forces.
3331,3331,1982/01/23,19:36:00,"Logan Airport,  Boston, Massachusett",World Airways,"Newark, NJ - Boston, MA",7465,McDonnell Douglas DC-10-30CF,KK-AYO,47821/320,212.0,2.0,0.0,"While landing on an icy runway, the aircraft touched down 2,800 feet beyond the displaced threshold and slid off the end of the runway into shallow water with the nose section detaching. The minimal braking effectiveness on the ice-covered runway. The crew landed without sufficient information as to runway conditions. Lack of FAA regulations. The pilot's decision to retain autothrottle speed control throughout the flare and the consequent extended touchdown point on the runway contributed to the severity of the accident."
3332,3332,1982/01/25,0,"Constanta, Romania",Tarom,Training,8173,Antonov An-24RV,WD-NFR,57310202,7.0,7.0,0.0,A malfunction of the No. 1 engine feathering system caused the aircraft to lose control and crash.
3333,3333,1982/02/03,07:30:00,"Djibouti, Djbouti",Military - French Air Force,/,5164,Nord 2501 Noratlas,FR-GSM,140,35.0,35.0,0.0,Crashed into a mountain before a planned paratroop drop.
3334,3334,1982/02/06,15:00:00,"Island of Cheju, South Korea",Military - Republiof South Korea Air Force,/,3788,Fairchild C-123,MA-PST,2102,53.0,53.0,0.0,Crashed into Mt. Halla while on approach to land in poor weather. Possible microburst windshear.
3335,3335,1982/02/07,0,"Near Srinagar, India",Military - Indian Air Force,Parhankot - Leh,9861,Fairchild C-119G,TY-AJC,2566,23.0,23.0,0.0,Crashed in dirzzle and snow while en route.
3336,3336,1982/02/09,08:47:00,"Tokyo, Japan",Japan Air Lines,Fukuoka - Tokyo,2345,McDonnell Douglas DC-8-61,EA-BWZ,45889/291,174.0,24.0,0.0,"The aircraft flew into shallow water, 100 yards meters short of the runway, after a struggle between a mentally ill captain and the co-pilot and flight engineer. The plane hit approach-light stanchions extending above the bay waters after which the nose broke off. During the approach, the captain, known to have mental problems, put the inboard engines into reverse in an attempt to destroy the aircraft while the co-pilot and flight engineer battled to restrain him."
3337,3337,1982/02/09,0,"Mt. Ipao, Philippines",Trans Air Services,Manila - Sicogon,1579,Douglas DC-3 (C-47A-70-DL),SR-EKJ,19251,32.0,3.0,0.0,Struck Mt. Ipao on Panay Island.
3338,3338,1982/02/19,0,"Cerro el Tablazo, Colombia",LAC Columbia,/,7378,Douglas DC-6BF,YY-QNI,44168/431,4.0,4.0,0.0,The cargo plane crashed into high ground while on apporach to land.
3339,3339,1982/02/21,15:33:00,"Providence, Rhode Island",Pilgrim Airlines,New York City - Bridgeport - New Haven - Groton - Boston,5158,de Havilland DHC -6-100,FG-HZJ,105,12.0,1.0,0.0,The aircraft made an emergency landing near a reservoir after a fire erupted in the cockpit while the aircraft was en-route under IFR conditions. The fire spread to the cabin and destroyed the aircraft after impact.  The deficient design of the isopropyl alcohol windshield washer/deicer system and the inadequate maintenance of the system which resulted in an in-flight fire. The ignition source was not determined.
3340,3340,1982/03/11,13:26:00,"Mehamn, Norway",Wideroe's Flyveselksap,Berlevag - Mehamn,9265,de Havilland Canada DHC-6 Twin Otter 300,SE-RJE,568,15.0,15.0,0.0,"The aircraft crashed while on a flight from Berlevåg to Mehamn after the failure of the tail fin and rudder in moderate turbulence.  Overload due to a combination of clear air turbulence, mountain wave and the pilots spontaneous improper actions. There is some controversy surrounding this crash including the possiblity the aircraft was shot down by or collided with a British NATO Harrier jet fighter."
3341,3341,1982/06/24,20:44:00,"Mount Galunggung, Indonesia",British Airways,Kuala Lampur - Perth,1888,Boeing B-747,IF-WTQ,21635/365,257.0,0.0,0.0,"The aircraft flew into a plume from a volcanieruption at 37,000 feet during the night. All engines failed and the windshield lost transparency because of pitting. The first engine was restarted at 12,000 feet, followed by the other three and the plane landed safely at Jakarta. The aircraft was named 'City of Edinburgh.'"
3342,3342,1982/06/28,10:50:00,"Southern Belarus, USSR",Aeroflot,Leningrad - Kiev,1005,Yakovlev YAK-42,TJ-USI,8040104,132.0,132.0,0.0,"From an altitude of 30,000 ft., a malfunction occurred causing the aircraft to crash 125 miles from its destination. In-flight failure and jamming of stabilizer screw-jack mechanism due to wear."
3343,3343,1982/03/19,10:30:00,"Leesburg, Florida",Private,None,5419,Beechcraft Bonanza F35,FE-LZY,D-4114,3.0,3.0,0.0,"Randy Rhoads, 25, lead guitarist for heavy metal star Ozzy Osbourne was killed when the plane in which he was a passenger crashed into a tour bus and a house. The pilot was attempting to buzz Osbourne's tour bus when after several attempts, the left wing struck the side of the bus puncturing it in two places approximately half way down the right side.  The plane was thrown over the bus, hit a pine tree, severing it approximately 10 feet up from the bottom, before it crashed into the garage of a  house. The plane was an estimated 10-11 feet off the ground traveling at approximately 120 - 150 knots during final impact. Several other members of the group were inside the bus but were not hurt. The pilot,  Andrew Aycock's medical certificate (3rd class) had expired, making his pilots license invalid. All three aboard, Rhoads, Rachel Youngblood, the groups hairdresser and the pilot were killed. Poor judgement by the pilot in buzzing the bus and misjudging clearance of obstacles."
3344,3344,1982/03/19,21:10:00,"Near Woodstock, Illinois",Military - U.S. Air Force,/,5151,Boeing KC-135C,GW-CKZ,17776,27.0,27.0,0.0,"Crashed 40 miles northwest of Chicago O'Hare Airport where it was to have landed. Exploded and dove in an almost vertical attitude from a height of 13,700 ft. into a wooded area, exploded and burned. Most probably overpressurization under the cargo floor and ignition of fuel vapor."
3345,3345,1982/03/20,0,"Branti Airport, Indonesia",Garuda Indonesia Airlines,Jakarta - Bandar,8585,Fokker F-28 Fellowship 1000,OX-OVH,11078,27.0,27.0,0.0,"The plane overran the runway in heavy rain, crashed into a field and burned while attemping to land."
3346,3346,1982/03/26,0,"Queate, Colombia",Aeropesca Colombia,Villavicencio - Bogota,4594,Vickers Viscount 745D,RR-PWT,212,21.0,21.0,0.0,Crashed into a mountain during poor weather conditions.
